Shape,Size,Trial #,File Size,Storage Time,Retrieval Time,Storage CPU Median,Storage CPU Max,Storage RAM Median,Storage RAM Max,Storage Read Count Median,Storage Read Count Max,Storage Write Count Median,Storage Write Count Max,Storage Read Bytes Median,Storage Read Bytes Max,Storage Write Bytes Median,Storage Write Bytes Max,Retrieval CPU Median,Retrieval CPU Max,Retrieval RAM Median,Retrieval RAM Max,Retrieval Read Count Median,Retrieval Read Count Max,Retrieval Write Count Median,Retrieval Write Count Max,Retrieval Read Bytes Median,Retrieval Read Bytes Max,Retrieval Write Bytes Median,Retrieval Write Bytes Max
16:9,16684,0,5005200,67.17157697677612,0.010992765426635742,18.7,48.0,43.1,44.4,352810,352850,75638,75685,9593881600,9599149056,4030365696,4030783488,20.5,20.5,42.9,42.9,352851,352851,75685,75685,9599165440,9599165440,4030783488,4030783488
